ENCODED_MCT,snapshot_date,sales_grade,visits_grade,unit_price_grade,revisit_ratio,new_customer_ratio,resident_ratio,worker_ratio,floating_ratio,delivery_ratio,industry_sales_change,trade_sales_change
8532D4C362,2023-06-01,0.917,0.917,0.917,27.035,7.18,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
8532D4C362,2023-07-01,0.583,0.417,0.75,32.73,7.28,69.8,3.8,26.4,0.0,21.8,27.8
8532D4C362,2023-08-01,0.583,0.583,0.75,32.94,35.29,60.0,2.5,37.5,0.0,21.8,27.8
8532D4C362,2023-09-01,0.583,0.417,0.75,28.57,39.29,50.74925074925075,6.193806193806195,43.05694305694306,0.0,21.8,27.8
8532D4C362,2023-10-01,0.583,0.417,0.75,37.5,23.91,62.3,11.6,26.1,0.0,21.8,27.8
8532D4C362,2023-11-01,0.583,0.417,0.75,37.5,20.69,52.45245245245245,14.614614614614611,32.93293293293293,0.0,21.8,27.8
8532D4C362,2023-12-01,0.583,0.417,0.75,40.75,12.45,52.1,4.1,43.8,0.0,21.8,27.8
8532D4C362,2024-01-01,0.583,0.417,0.75,44.75,10.17,58.8,5.9,35.3,0.0,21.8,27.8
8532D4C362,2024-02-01,0.583,0.417,0.75,44.68,10.33,59.45945945945946,7.207207207207208,33.33333333333333,0.0,21.8,27.8
8532D4C362,2024-03-01,0.583,0.417,0.75,46.05,10.35,48.648648648648646,5.405405405405405,45.94594594594594,0.0,21.8,27.8
8532D4C362,2024-04-01,0.583,0.25,0.75,45.52,11.14,46.6,5.7,47.7,0.0,21.8,27.8
8532D4C362,2024-05-01,0.583,0.25,0.75,46.29,9.83,44.7,10.6,44.7,0.0,21.8,27.8
8532D4C362,2024-06-01,0.583,0.417,0.75,46.65,7.1,41.34134134134134,13.313313313313316,45.34534534534534,0.0,21.8,27.8
8532D4C362,2024-07-01,0.583,0.417,0.75,45.88,4.53,46.0,8.0,46.0,0.0,21.8,27.8
8532D4C362,2024-08-01,0.583,0.417,0.583,46.49,6.81,54.4,11.4,34.2,0.0,21.8,27.8
8532D4C362,2024-09-01,0.583,0.417,0.75,45.22,7.99,44.2,9.5,46.3,0.0,21.8,27.8
8532D4C362,2024-10-01,0.417,0.25,0.75,42.99,11.11,45.6,11.4,43.0,0.0,21.8,27.8
8532D4C362,2024-11-01,0.583,0.417,0.583,42.86,7.23,45.6,12.2,42.2,0.0,21.8,27.8
8532D4C362,2024-12-01,0.583,0.417,0.75,42.32,6.79,45.5,12.5,42.0,0.0,21.8,27.8
86129404BB,2023-01-01,0.417,0.083,0.75,39.36,5.45,24.0,13.4,62.6,8.0,5.0,11.1
86129404BB,2023-02-01,0.417,0.083,0.75,39.21,4.93,20.079920079920083,14.385614385614389,65.53446553446554,6.7,5.0,11.2
86129404BB,2023-03-01,0.417,0.083,0.75,38.65,6.74,22.6,17.1,60.3,7.2,5.1,11.2
86129404BB,2023-04-01,0.25,0.083,0.75,38.75,7.16,26.9,14.5,58.6,8.0,5.1,11.0
86129404BB,2023-05-01,0.25,0.083,0.75,38.48,8.16,27.0,12.9,60.1,4.8,5.1,11.2
86129404BB,2023-06-01,0.25,0.083,0.75,38.54,8.08,29.3,13.1,57.6,1.6,5.0,11.0
86129404BB,2023-07-01,0.25,0.083,0.75,39.03,6.32,24.7,16.0,59.3,3.9,5.0,11.1
86129404BB,2023-08-01,0.25,0.083,0.75,38.66,7.41,29.2,13.3,57.5,5.7,5.1,11.5
86129404BB,2023-09-01,0.417,0.083,0.75,38.79,6.91,28.82882882882883,12.312312312312311,58.85885885885885,5.2,5.2,11.7
86129404BB,2023-10-01,0.417,0.083,0.75,38.58,6.4,27.3,14.9,57.8,6.5,5.3,11.7
86129404BB,2023-11-01,0.417,0.083,0.75,38.55,5.48,26.9,14.6,58.5,3.6,5.3,12.0
86129404BB,2023-12-01,0.417,0.083,0.75,39.22,4.27,33.33333333333333,16.116116116116117,50.55055055055055,1.2,5.4,12.0
86129404BB,2024-01-01,0.417,0.083,0.75,38.87,5.08,26.4,13.3,60.3,2.5,5.4,11.8
86129404BB,2024-02-01,0.417,0.083,0.75,38.77,4.88,30.1,13.8,56.1,12.2,5.4,12.3
86129404BB,2024-03-01,0.417,0.083,0.75,38.36,6.85,30.8,14.5,54.7,5.1,5.4,12.5
86129404BB,2024-04-01,0.417,0.083,0.75,38.32,6.73,27.7,12.9,59.4,6.5,5.4,12.8
86129404BB,2024-05-01,0.25,0.083,0.75,37.83,8.06,28.0,15.6,56.4,6.0,5.5,12.7
86129404BB,2024-06-01,0.25,0.083,0.75,37.77,8.03,29.1,14.6,56.3,4.7,5.5,13.0
86129404BB,2024-07-01,0.25,0.083,0.75,37.79,5.87,31.5,14.1,54.4,3.4,5.5,12.5
86129404BB,2024-08-01,0.25,0.083,0.75,37.51,7.77,29.3,14.0,56.7,2.2,5.3,12.6
86129404BB,2024-09-01,0.25,0.083,0.75,38.28,6.49,33.3,10.8,55.9,5.6,5.3,12.7
86129404BB,2024-10-01,0.417,0.083,0.75,38.75,6.86,28.271728271728275,10.88911088911089,60.83916083916085,6.1,5.3,12.3
86129404BB,2024-11-01,0.417,0.083,0.75,39.25,6.03,31.2,12.0,56.8,4.5,5.4,12.2
86129404BB,2024-12-01,0.417,0.083,0.75,39.57,5.28,32.5,12.1,55.4,5.1,4.5,12.4
869C372EFC,2023-01-01,0.75,0.75,0.583,18.18,6.06,54.054054054054056,9.90990990990991,36.03603603603604,0.0,79.2,68.6
869C372EFC,2023-02-01,0.75,0.75,0.75,18.06,12.5,20.0,10.0,70.0,0.0,78.7,67.9
869C372EFC,2023-03-01,0.75,0.75,0.583,14.29,9.09,42.85714285714286,14.285714285714288,42.85714285714286,0.0,77.7,66.5
869C372EFC,2023-04-01,0.75,0.75,0.75,14.29,7.79,57.1,14.3,28.6,0.0,77.2,65.9
869C372EFC,2023-05-01,0.75,0.75,0.583,14.81,12.35,36.36363636363637,27.27272727272728,36.36363636363637,0.0,76.4,65.4
869C372EFC,2023-06-01,0.75,0.75,0.75,17.5,6.25,25.0,25.0,50.0,0.0,76.6,66.1
869C372EFC,2023-07-01,0.75,0.75,0.75,18.18,5.19,50.0,16.7,33.3,0.0,77.0,67.6
869C372EFC,2023-08-01,0.917,0.75,0.75,19.18,4.11,45.04504504504504,9.90990990990991,45.04504504504504,0.0,77.7,67.5
869C372EFC,2023-09-01,0.75,0.75,0.75,15.49,4.23,37.5,25.0,37.5,0.0,78.3,67.6
869C372EFC,2023-10-01,0.75,0.75,0.583,15.71,5.71,33.3,16.7,50.0,0.0,77.3,67.0
869C372EFC,2023-11-01,0.75,0.583,0.75,14.67,12.0,23.07692307692308,30.769230769230766,46.15384615384615,0.0,76.8,66.0
869C372EFC,2023-12-01,0.75,0.75,0.75,13.33,9.33,30.0,20.0,50.0,0.0,77.8,67.4
869C372EFC,2024-01-01,0.75,0.75,0.75,11.54,8.97,25.0,50.0,25.0,0.0,77.7,66.6
869C372EFC,2024-02-01,0.75,0.75,0.75,14.47,9.21,45.45454545454546,18.181818181818183,36.36363636363637,0.0,77.2,67.2
869C372EFC,2024-03-01,0.75,0.75,0.75,15.79,9.21,40.0,20.0,40.0,0.0,77.3,68.6
869C372EFC,2024-04-01,0.75,0.583,0.75,16.67,8.97,40.0,20.0,40.0,0.0,76.6,68.4
869C372EFC,2024-05-01,0.75,0.583,0.75,21.95,13.41,38.9,16.7,44.4,0.0,76.3,67.4
869C372EFC,2024-06-01,0.75,0.75,0.583,22.78,2.53,60.0900900900901,9.90990990990991,30.0,0.0,76.4,67.1
869C372EFC,2024-07-01,0.917,0.75,0.75,20.0,6.25,54.054054054054056,9.90990990990991,36.03603603603604,0.0,76.4,66.5
869C372EFC,2024-08-01,0.75,0.75,0.583,19.05,8.33,30.0,20.0,50.0,0.0,75.5,66.4
869C372EFC,2024-09-01,0.75,0.75,0.75,16.48,10.99,30.0,10.0,60.0,0.0,75.2,64.8
869C372EFC,2024-10-01,0.75,0.75,0.583,16.84,6.32,22.2,11.1,66.7,0.0,75.0,65.3
869C372EFC,2024-11-01,0.75,0.75,0.75,17.24,2.3,33.3,16.7,50.0,0.0,75.7,66.2
869C372EFC,2024-12-01,0.75,0.75,0.417,19.77,8.14,30.0,9.90990990990991,60.0900900900901,0.0,73.1,63.8
895BBD5C5B,2023-05-01,0.917,0.917,0.917,27.035,7.18,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
895BBD5C5B,2023-06-01,0.417,0.25,0.583,9.85,7.28,7.3,14.3,78.4,0.0,21.8,27.8
895BBD5C5B,2023-07-01,0.25,0.083,0.583,8.9,58.67,6.093906093906094,10.38961038961039,83.51648351648352,0.0,21.8,27.8
895BBD5C5B,2023-08-01,0.25,0.083,0.583,8.13,33.43,7.4,11.2,81.4,0.0,21.8,27.8
895BBD5C5B,2023-09-01,0.417,0.25,0.583,8.7,21.26,8.2,15.7,76.1,0.0,21.8,27.8
895BBD5C5B,2023-10-01,0.25,0.083,0.583,9.26,22.39,8.1,11.5,80.4,0.0,21.8,27.8
895BBD5C5B,2023-11-01,0.25,0.083,0.583,10.83,16.71,6.6,15.7,77.7,0.0,21.8,27.8
895BBD5C5B,2023-12-01,0.25,0.083,0.75,12.07,15.65,5.2,11.8,83.0,0.0,21.8,27.8
895BBD5C5B,2024-01-01,0.25,0.083,0.75,12.11,9.66,7.6,9.5,82.9,0.0,21.8,27.8
895BBD5C5B,2024-02-01,0.25,0.083,0.75,12.79,9.0,5.9,15.0,79.1,0.0,21.8,27.8
895BBD5C5B,2024-03-01,0.25,0.083,0.75,13.46,9.35,5.9059059059059065,13.413413413413414,80.68068068068068,0.0,21.8,27.8
895BBD5C5B,2024-04-01,0.25,0.083,0.75,13.91,9.22,7.307307307307307,13.113113113113112,79.57957957957957,0.0,21.8,27.8
895BBD5C5B,2024-05-01,0.25,0.083,0.75,13.66,7.42,9.3,13.6,77.1,0.0,21.8,27.8
895BBD5C5B,2024-06-01,0.25,0.083,0.75,13.33,8.81,6.693306693306695,12.88711288711289,80.41958041958043,0.0,21.8,27.8
895BBD5C5B,2024-07-01,0.25,0.083,0.75,13.74,8.74,4.3,11.6,84.1,0.0,21.8,27.8
895BBD5C5B,2024-08-01,0.25,0.083,0.75,14.4,7.45,7.4,13.7,78.9,0.0,21.8,27.8
895BBD5C5B,2024-09-01,0.25,0.083,0.75,14.7,7.74,5.3,16.7,78.0,0.0,21.8,27.8
895BBD5C5B,2024-10-01,0.25,0.083,0.75,14.96,8.37,6.4,16.9,76.7,0.0,21.8,27.8
895BBD5C5B,2024-11-01,0.25,0.083,0.75,15.24,7.77,7.092907092907093,12.987012987012989,79.92007992007993,0.0,21.8,27.8
895BBD5C5B,2024-12-01,0.25,0.083,0.75,15.33,7.64,5.8,14.5,79.7,0.0,21.8,27.8
89D3C820E9,2023-01-01,0.583,0.417,0.583,35.17,6.29,36.23623623623624,15.915915915915916,47.84784784784784,0.0,40.8,37.4
89D3C820E9,2023-02-01,0.583,0.417,0.75,33.15,8.47,40.0,13.3,46.7,0.0,40.5,37.1
89D3C820E9,2023-03-01,0.583,0.417,0.75,32.1,7.93,39.460539460539465,14.485514485514486,46.05394605394606,0.0,40.5,37.0
89D3C820E9,2023-04-01,0.583,0.417,0.75,33.21,8.48,40.5,9.5,50.0,0.0,40.0,36.5
89D3C820E9,2023-05-01,0.583,0.417,0.75,31.91,8.33,27.172827172827173,13.586413586413586,59.240759240759246,0.0,40.0,36.3
89D3C820E9,2023-06-01,0.583,0.417,0.75,31.52,6.83,31.8,18.2,50.0,0.0,40.0,36.6
89D3C820E9,2023-07-01,0.583,0.417,0.75,31.87,6.65,29.2,12.3,58.5,0.0,40.4,36.3
89D3C820E9,2023-08-01,0.583,0.417,0.75,30.88,7.72,38.2,19.7,42.1,0.0,40.7,36.6
89D3C820E9,2023-09-01,0.583,0.417,0.75,31.38,8.1,31.26873126873127,11.288711288711289,57.44255744255744,0.0,40.5,36.5
89D3C820E9,2023-10-01,0.583,0.417,0.75,30.07,7.22,35.9,17.9,46.2,0.0,40.9,36.8
89D3C820E9,2023-11-01,0.583,0.417,0.75,29.22,8.18,28.571428571428577,17.882117882117882,53.54645354645355,0.0,40.6,36.5
89D3C820E9,2023-12-01,0.583,0.417,0.75,29.14,7.12,35.6,13.7,50.7,0.0,40.2,36.1
89D3C820E9,2024-01-01,0.75,0.417,0.75,30.64,3.87,26.5,28.6,44.9,0.0,42.1,37.7
89D3C820E9,2024-02-01,0.583,0.417,0.75,32.01,4.5,41.9,11.3,46.8,0.0,42.9,38.4
89D3C820E9,2024-03-01,0.583,0.417,0.75,31.07,8.49,36.0,16.0,48.0,0.0,43.2,38.5
89D3C820E9,2024-04-01,0.583,0.417,0.75,31.73,8.06,39.3,16.7,44.0,0.0,43.3,38.5
89D3C820E9,2024-05-01,0.583,0.417,0.75,31.94,9.87,33.33333333333333,12.21221221221221,54.45445445445445,0.0,43.6,38.4
89D3C820E9,2024-06-01,0.583,0.417,0.75,31.21,7.35,35.63563563563564,16.416416416416414,47.947947947947945,0.0,43.7,38.3
89D3C820E9,2024-07-01,0.583,0.417,0.75,31.26,6.55,34.26573426573427,22.87712287712288,42.85714285714286,0.0,43.4,38.3
89D3C820E9,2024-08-01,0.583,0.417,0.75,29.35,6.45,46.3,19.4,34.300000000000004,0.0,43.5,38.3
89D3C820E9,2024-09-01,0.583,0.417,0.75,29.52,6.94,38.36163836163836,15.084915084915083,46.55344655344656,0.0,44.2,39.0
89D3C820E9,2024-10-01,0.583,0.417,0.75,29.82,4.45,41.5,18.5,40.0,0.0,44.5,39.2
89D3C820E9,2024-11-01,0.583,0.417,0.75,30.86,6.58,33.8,18.3,47.9,0.0,44.7,39.2
89D3C820E9,2024-12-01,0.583,0.417,0.75,32.18,5.71,40.0,17.1,42.9,0.0,37.1,38.9
89F36844AE,2023-01-01,0.583,0.25,0.75,29.47,7.39,43.4,17.9,38.7,3.2,21.8,27.8
89F36844AE,2023-02-01,0.583,0.25,0.75,28.67,5.89,38.4,16.3,45.3,0.0,21.8,27.8
89F36844AE,2023-03-01,0.583,0.25,0.75,28.92,7.62,33.03303303303304,16.516516516516518,50.45045045045045,0.0,21.8,27.8
89F36844AE,2023-04-01,0.583,0.25,0.75,28.31,7.65,39.1,14.8,46.1,0.0,21.8,27.8
89F36844AE,2023-05-01,0.583,0.25,0.75,28.09,6.78,34.96503496503497,17.482517482517483,47.55244755244756,0.0,21.8,27.8
89F36844AE,2023-06-01,0.583,0.25,0.75,28.26,6.62,40.44044044044045,15.715715715715715,43.84384384384384,0.0,21.8,27.8
89F36844AE,2023-07-01,0.583,0.25,0.75,27.67,5.62,35.964035964035965,16.883116883116884,47.15284715284716,0.0,21.8,27.8
89F36844AE,2023-08-01,0.417,0.25,0.75,28.05,8.8,39.53953953953954,17.717717717717715,42.74274274274275,0.0,21.8,27.8
89F36844AE,2023-09-01,0.417,0.25,0.75,27.63,7.37,28.8,19.8,51.4,0.0,21.8,27.8
89F36844AE,2023-10-01,0.583,0.25,0.75,28.01,4.24,45.45454545454546,14.285714285714288,40.259740259740255,0.0,21.8,27.8
89F36844AE,2023-11-01,0.583,0.25,0.75,27.43,6.32,44.3,19.6,36.1,0.0,21.8,27.8
89F36844AE,2023-12-01,0.583,0.25,0.75,27.05,6.82,40.65934065934066,12.087912087912088,47.25274725274725,0.0,21.8,27.8
89F36844AE,2024-01-01,0.583,0.25,0.75,27.54,6.62,41.7,22.6,35.7,1.6,21.8,27.8
89F36844AE,2024-02-01,0.583,0.417,0.75,26.53,5.87,38.961038961038966,15.584415584415584,45.45454545454546,0.0,21.8,27.8
89F36844AE,2024-03-01,0.583,0.25,0.75,26.67,8.3,32.0,18.0,50.0,0.0,21.8,27.8
89F36844AE,2024-04-01,0.583,0.417,0.75,26.66,5.31,34.8,15.9,49.3,0.0,21.8,27.8
89F36844AE,2024-05-01,0.583,0.417,0.75,27.16,6.79,32.0,14.7,53.3,0.0,21.8,27.8
89F36844AE,2024-06-01,0.583,0.417,0.75,26.88,6.38,37.3,20.5,42.2,0.0,21.8,27.8
89F36844AE,2024-07-01,0.583,0.417,0.75,27.1,6.02,41.5,12.2,46.3,0.0,21.8,27.8
89F36844AE,2024-08-01,0.583,0.417,0.75,27.66,7.01,33.7,16.3,50.0,0.0,21.8,27.8
89F36844AE,2024-09-01,0.583,0.417,0.75,28.47,5.31,38.9,19.4,41.7,0.0,21.8,27.8
89F36844AE,2024-10-01,0.583,0.417,0.75,27.84,6.49,33.8,15.5,50.7,0.0,21.8,27.8
89F36844AE,2024-11-01,0.583,0.417,0.75,26.49,5.13,43.1,15.5,41.4,0.0,21.8,27.8
89F36844AE,2024-12-01,0.583,0.417,0.75,27.08,7.48,39.0,11.0,50.0,0.0,21.8,27.8
8A5378CE22,2023-01-01,0.583,0.417,0.583,20.84,6.65,39.0,4.0,57.0,0.0,29.5,54.1
8A5378CE22,2023-02-01,0.583,0.417,0.583,21.25,5.49,31.03103103103103,10.31031031031031,58.65865865865866,0.0,29.3,53.9
8A5378CE22,2023-03-01,0.583,0.417,0.583,20.8,7.63,29.2,7.5,63.3,0.0,28.8,54.6
8A5378CE22,2023-04-01,0.583,0.417,0.583,20.66,7.81,40.7,5.1,54.2,0.0,28.5,54.2
8A5378CE22,2023-05-01,0.583,0.417,0.583,21.1,6.46,38.0,7.4,54.6,0.0,29.1,56.0
8A5378CE22,2023-06-01,0.583,0.417,0.583,20.22,6.25,28.1,9.4,62.5,0.0,29.4,55.9
8A5378CE22,2023-07-01,0.583,0.417,0.75,21.46,4.54,30.3,1.5,68.2,0.0,29.7,56.2
8A5378CE22,2023-08-01,0.583,0.417,0.583,21.92,4.75,47.1,12.9,40.0,0.0,30.0,56.0
8A5378CE22,2023-09-01,0.583,0.417,0.583,22.45,4.69,43.5,4.3,52.2,0.0,30.8,56.7
8A5378CE22,2023-10-01,0.583,0.417,0.583,22.67,6.25,48.7,3.9,47.4,0.0,31.7,56.9
8A5378CE22,2023-11-01,0.583,0.417,0.583,22.46,5.42,44.4,2.8,52.8,0.0,33.0,56.2
8A5378CE22,2023-12-01,0.583,0.417,0.75,21.98,7.97,31.5,4.5,64.0,0.0,33.6,56.9
8A5378CE22,2024-01-01,0.583,0.417,0.75,22.14,5.12,27.872127872127862,3.296703296703296,68.83116883116884,0.0,34.0,57.3
8A5378CE22,2024-02-01,0.583,0.417,0.75,21.69,4.78,37.3,7.8,54.9,0.0,35.1,57.4
8A5378CE22,2024-03-01,0.583,0.417,0.583,21.35,9.86,38.76123876123876,8.191808191808192,53.04695304695305,0.0,35.5,56.8
8A5378CE22,2024-04-01,0.583,0.417,0.75,19.6,9.48,34.1,5.7,60.2,0.0,36.1,56.8
8A5378CE22,2024-05-01,0.583,0.417,0.583,18.86,8.53,33.76623376623377,6.293706293706294,59.94005994005994,0.0,36.9,56.4
8A5378CE22,2024-06-01,0.583,0.417,0.583,19.18,8.07,31.6,6.6,61.8,0.0,37.3,56.7
8A5378CE22,2024-07-01,0.583,0.583,0.583,18.67,5.87,46.15384615384616,5.794205794205794,48.05194805194806,0.0,37.6,57.3
8A5378CE22,2024-08-01,0.583,0.417,0.583,18.03,6.06,50.9,12.3,36.8,0.0,38.0,56.6
8A5378CE22,2024-09-01,0.75,0.583,0.75,17.5,3.61,47.65279007971655,11.426040744021256,40.921169176262175,0.0,39.2,57.1
8A5378CE22,2024-10-01,0.583,0.417,0.75,17.37,6.86,31.7,3.3,65.0,0.0,39.8,57.0
8A5378CE22,2024-11-01,0.583,0.417,0.75,17.22,5.45,27.6,3.4,69.0,0.0,40.7,57.7
8A5378CE22,2024-12-01,0.583,0.417,0.583,16.18,8.89,30.4,2.9,66.7,0.0,33.4,58.6
8B23667254,2023-01-01,0.417,0.25,0.583,15.14,13.9,6.593406593406594,11.48851148851149,81.91808191808192,33.1,24.7,26.4
8B23667254,2023-02-01,0.417,0.25,0.583,14.86,12.58,3.103103103103104,15.715715715715715,81.18118118118119,24.3,21.6,24.1
8B23667254,2023-03-01,0.417,0.25,0.583,14.64,11.18,7.107107107107106,10.31031031031031,82.58258258258257,34.3,19.3,22.4
8B23667254,2023-04-01,0.417,0.417,0.583,14.72,7.4,6.706706706706707,11.211211211211207,82.08208208208208,30.1,17.6,21.0
8B23667254,2023-05-01,0.417,0.25,0.583,13.89,11.52,8.6,9.3,82.1,30.0,15.6,19.5
8B23667254,2023-06-01,0.417,0.25,0.583,13.89,8.45,5.6,8.0,86.4,30.2,14.5,18.7
8B23667254,2023-07-01,0.417,0.25,0.583,13.87,9.46,6.406406406406406,7.107107107107106,86.48648648648648,30.5,13.9,18.2
8B23667254,2023-08-01,0.417,0.25,0.583,13.56,8.19,6.293706293706294,13.286713286713288,80.41958041958043,24.4,14.0,18.2
8B23667254,2023-09-01,0.417,0.25,0.583,13.76,7.1,5.0,16.5,78.5,20.9,13.8,18.3
8B23667254,2023-10-01,0.25,0.083,0.583,12.86,18.48,4.895104895104896,5.194805194805195,89.91008991008992,14.1,11.8,16.7
8B23667254,2023-11-01,0.417,0.25,0.583,11.98,8.45,8.2,8.8,83.0,10.5,12.0,16.3
8B23667254,2023-12-01,0.417,0.25,0.583,11.74,8.94,7.892107892107891,5.494505494505494,86.61338661338661,13.5,11.9,16.1
8B23667254,2024-01-01,0.417,0.25,0.583,11.51,8.64,8.291708291708293,10.08991008991009,81.61838161838163,15.6,11.7,15.9
8B23667254,2024-02-01,0.25,0.25,0.583,11.34,9.98,9.5,10.0,80.5,20.9,11.3,15.7
8B23667254,2024-03-01,0.25,0.25,0.583,10.93,8.97,6.4,11.2,82.4,18.8,11.0,15.4
8B23667254,2024-04-01,0.417,0.25,0.583,11.05,7.66,6.5,8.5,85.0,25.0,10.5,15.1
8B23667254,2024-05-01,0.25,0.25,0.583,10.93,8.31,5.0,9.9,85.1,17.9,10.3,14.8
8B23667254,2024-06-01,0.417,0.25,0.583,11.32,8.19,7.7077077077077085,7.107107107107108,85.18518518518519,23.0,10.0,14.5
8B23667254,2024-07-01,0.417,0.25,0.583,11.38,6.23,6.2,11.5,82.3,24.4,9.9,14.3
8B23667254,2024-08-01,0.417,0.25,0.583,11.48,6.58,9.0,13.8,77.2,24.6,9.9,14.3
8B23667254,2024-09-01,0.25,0.25,0.583,11.3,7.81,5.7,9.1,85.2,23.4,9.5,13.8
8B23667254,2024-10-01,0.25,0.25,0.583,11.67,9.3,5.7,9.4,84.9,23.8,10.1,14.9
8B23667254,2024-11-01,0.25,0.25,0.583,11.56,8.33,5.0,10.6,84.4,25.1,10.0,14.5
8B23667254,2024-12-01,0.25,0.25,0.583,11.04,8.83,9.2,7.6,83.2,25.3,4.0,14.3
8BA83008CB,2023-01-01,0.583,0.583,0.417,13.85,7.2,11.78821178821179,26.47352647352648,61.73826173826173,0.0,34.1,37.6
8BA83008CB,2023-02-01,0.583,0.583,0.583,15.51,6.95,20.6,17.6,61.8,2.3,33.5,37.2
8BA83008CB,2023-03-01,0.583,0.583,0.417,14.88,5.48,15.4,19.2,65.4,0.0,33.3,37.2
8BA83008CB,2023-04-01,0.583,0.583,0.417,14.32,7.03,16.1,19.4,64.5,0.0,33.4,36.8
8BA83008CB,2023-05-01,0.583,0.583,0.417,14.76,6.69,3.4,27.6,69.0,0.0,34.0,37.1
8BA83008CB,2023-06-01,0.583,0.583,0.417,15.48,4.17,10.0,35.0,55.0,0.0,35.3,37.8
8BA83008CB,2023-07-01,0.583,0.583,0.417,16.62,5.85,10.7,17.9,71.4,0.0,36.0,38.2
8BA83008CB,2023-08-01,0.583,0.583,0.583,16.67,7.23,19.2,38.5,42.3,0.0,37.1,39.3
8BA83008CB,2023-09-01,0.583,0.583,0.417,17.25,5.75,9.1,50.0,40.9,0.0,37.0,39.2
8BA83008CB,2023-10-01,0.417,0.583,0.083,18.87,6.29,8.7,17.4,73.9,0.0,32.7,36.6
8BA83008CB,2023-11-01,0.583,0.583,0.417,18.82,5.23,21.421421421421417,21.421421421421417,57.15715715715716,0.0,38.7,37.2
8BA83008CB,2023-12-01,0.75,0.583,0.583,19.49,3.31,12.5,37.5,50.0,0.0,40.3,38.0
8BA83008CB,2024-01-01,0.75,0.583,0.583,18.43,2.75,15.4,23.1,61.5,0.0,41.9,38.6
8BA83008CB,2024-02-01,0.75,0.583,0.583,19.67,6.69,13.313313313313316,33.33333333333333,53.35335335335335,0.0,42.8,39.3
8BA83008CB,2024-03-01,0.583,0.583,0.417,20.42,9.17,12.5,41.7,45.8,4.8,41.9,38.4
8BA83008CB,2024-04-01,0.583,0.583,0.417,20.92,12.97,17.217217217217215,31.03103103103103,51.75175175175176,0.0,41.8,38.5
8BA83008CB,2024-05-01,0.583,0.583,0.417,20.8,12.8,20.7,27.6,51.7,2.3,40.7,37.7
8BA83008CB,2024-06-01,0.583,0.583,0.583,20.16,8.14,5.0,40.0,55.0,0.0,40.3,37.2
8BA83008CB,2024-07-01,0.583,0.583,0.417,20.0,8.46,19.21921921921922,26.926926926926924,53.85385385385385,0.0,39.7,36.9
8BA83008CB,2024-08-01,0.583,0.583,0.417,21.32,6.2,24.0,24.0,52.0,1.0,38.8,36.1
8BA83008CB,2024-09-01,0.583,0.583,0.417,23.2,4.8,5.3,26.3,68.4,0.0,39.3,35.8
8BA83008CB,2024-10-01,0.583,0.583,0.583,23.65,5.81,18.2,50.0,31.8,0.0,43.9,38.9
8BA83008CB,2024-11-01,0.583,0.583,0.417,23.02,9.52,20.7,17.2,62.1,0.0,43.0,38.3
8BA83008CB,2024-12-01,0.583,0.583,0.417,25.87,7.34,27.27272727272728,27.27272727272728,45.45454545454546,0.0,29.5,37.0
8BFDD0339E,2023-11-01,0.917,0.917,0.917,27.035,7.18,25.111856823266216,12.08053691275168,62.807606263982095,0.0,90.511,78.2
8BFDD0339E,2023-12-01,0.75,0.417,0.917,30.49,7.28,54.4,1.3,44.3,0.0,84.8,73.8
8BFDD0339E,2024-01-01,0.75,0.417,0.917,34.72,43.06,55.8,3.9,40.3,0.0,79.6,68.6
8BFDD0339E,2024-02-01,0.75,0.417,0.917,35.38,26.15,59.7,5.2,35.1,0.0,75.9,66.8
8BFDD0339E,2024-03-01,0.75,0.417,0.917,37.97,17.72,57.34265734265735,10.28971028971029,32.36763236763237,0.0,72.5,65.0
8BFDD0339E,2024-04-01,0.583,0.25,0.917,41.46,17.42,66.3,11.2,22.5,0.0,68.6,62.5
8BFDD0339E,2024-05-01,0.583,0.417,0.917,40.73,12.77,66.63336663336665,5.994005994005994,27.372627372627377,0.0,64.9,58.8
8BFDD0339E,2024-06-01,0.583,0.25,0.917,40.11,13.19,55.8,7.4,36.8,0.0,61.7,56.5
8BFDD0339E,2024-07-01,0.75,0.417,0.917,42.2,7.56,68.73126873126874,3.796203796203796,27.47252747252747,0.0,59.1,54.5
8BFDD0339E,2024-08-01,0.583,0.25,0.917,44.47,7.45,59.3,5.8,34.9,0.0,56.3,52.6
8BFDD0339E,2024-09-01,0.583,0.25,0.917,43.97,9.41,60.6,3.2,36.2,0.0,53.7,50.5
8BFDD0339E,2024-10-01,0.75,0.417,0.917,43.91,5.42,64.1,7.7,28.2,0.0,52.1,49.7
8BFDD0339E,2024-11-01,0.75,0.417,0.917,44.24,5.48,64.5,9.2,26.3,0.0,50.4,47.7
8BFDD0339E,2024-12-01,0.75,0.417,0.917,44.72,5.09,57.357357357357365,9.30930930930931,33.33333333333333,0.0,45.9,47.8
8C96D7ED90,2023-01-01,0.75,0.583,0.583,27.93,3.47,36.83683683683683,18.418418418418412,44.74474474474475,3.7,35.6,36.6
8C96D7ED90,2023-02-01,0.583,0.417,0.583,28.17,7.58,31.9,15.3,52.8,5.5,35.1,36.6
