ENCODED_MCT,snapshot_date,TRADE_AREA,is_chain,has_delivery,MCT_OPE_MONTHS,MCT_OPE_MONTHS_QUANTILE,MCT_OPE_MONTHS_NORMALIZED,MCT_OPE_MS_GRADE,RC_UNIT_PRICE_RATIO,RC_M1_SAA,RC_M1_TO_UE_CT,RC_M1_AV_NP_AT,M12_SME_RY_SAA_PCE_RT,M12_SME_BZN_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,DLV_SAA_RAT,DLV_SAA_RAT_LOG,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,INDUSTRY_SALES_RATIO_NORM,INDUSTRY_STORES_RATIO_NORM,LOYALTY_SCORE,LOYALTY_SCORE_DELTA,AGE30_GENDER_DIFF,cluster
E569E14F36,2025-10-04,마장동,0,0,90,5,0.2956810631229236,0.417,1,0.75,0.583,0.75,48.3,43.1,18.0,5.6,0.0,0.0,18.311988011988017,23.66343656343657,12.291608391608394,14.71648351648352,14.71648351648352,3.566133866133867,4.608291708291709,2.3937062937062943,2.8659340659340664,2.8659340659340664,43.57,4.29,6.293706293706294,24.975024975024976,68.73126873126874,19.87789663378232,21.57948848277615,39.28,39.28,19.0742,3
C65FEFD6D4,2025-10-04,미분류,0,0,122,5,0.4019933554817276,0.25,1,0.583,0.417,0.75,21.8,27.8,17.1,8.6,0.0,0.0,6.902,16.0225,11.0925,10.4023,4.8807,7.098,16.4775,11.4075,10.6977,5.0193,24.19,4.1,17.8,24.4,57.8,49.99249127833099,50.00346556384723,20.09,20.090000000000003,-0.455,3
5B110F468D,2025-10-04,미분류,1,1,41,3,0.132890365448505,0.583,3,0.417,0.083,0.917,21.8,27.8,17.1,8.6,13.5,2.674148649,16.642342342342346,18.532132132132137,10.972972972972975,8.595495495495499,6.157057057057058,10.684984984984988,11.898298298298302,7.045045045045047,5.51861861861862,3.9530530530530537,32.28,5.1,30.0,11.2,58.8,49.99249127833099,50.00346556384723,27.18,27.18,6.6272,3
79892ACBB1,2025-10-04,뚝섬,1,0,30,3,0.0963455149501661,0.583,2,0.25,0.083,0.917,2.1,10.3,18.0,9.0,0.0,0.0,13.734665334665332,14.298401598401597,9.327272727272726,9.01978021978022,4.91988011988012,13.03856143856144,13.573726273726272,8.854545454545454,8.56263736263736,4.670529470529471,31.97,5.99,37.8,15.2,47.0,92.6945914100224,98.19444123558904,25.98,25.98,0.7254,0
9E719E496C,2025-10-04,미분류,0,0,45,3,0.1461794019933555,0.583,4,0.25,0.25,0.417,21.8,27.8,17.1,8.6,0.0,0.0,14.545454545454549,8.307692307692308,2.517482517482517,2.153846153846154,0.4755244755244755,37.4025974025974,21.362637362637365,6.473526473526474,5.538461538461538,1.222777222777223,7.73,5.69,5.0,1.1,93.9,49.99249127833099,50.00346556384723,2.04,2.04,-13.068,0
6B99F5A278,2025-10-04,신금호,0,0,21,2,0.0664451827242525,0.583,1,0.583,0.417,0.75,37.1,46.3,18.0,10.5,0.0,0.0,2.6873,5.4793,10.0861,12.1801,4.4672,5.0127,10.2207,18.8139,22.7199,8.3328,40.71,4.42,87.5,3.1,9.4,27.2560820645519,27.0972437215535,36.29,36.29,-4.7414,3
F4E7570A2E,2025-10-04,미분류,1,0,60,4,0.1960132890365448,0.417,1,0.583,0.417,0.583,21.8,27.8,17.1,8.6,0.0,0.0,0.7809,26.6739,12.2067,0.4932000000000001,0.9453,1.1191,38.2261,17.4933,0.7068,1.3547,57.94,6.87,48.7,5.1,46.2,49.99249127833099,50.00346556384723,51.07,51.07,-11.5522,0
01FD0FCC3D,2025-10-04,뚝섬,0,1,12,1,0.0365448504983388,0.75,5,0.583,0.417,0.583,12.0,23.7,18.0,9.0,21.2,3.100092289,8.9666,7.7682,1.6906,2.2042,0.7704,32.9334,28.5318,6.2094,8.0958,2.8296,29.85,2.65,25.925925925925924,37.03703703703704,37.03703703703704,63.36205900700044,23.980546634937504,27.2,27.200000000000003,-20.7636,0
6C3AFD20C1,2025-10-04,답십리,0,1,12,1,0.0365448504983388,0.75,4,0.583,0.417,0.75,31.4,36.4,18.0,7.7,71.5,4.283586562,10.56096096096096,13.169769769769768,3.017417417417417,3.017417417417417,1.6344344344344346,23.07267267267267,28.772172172172173,6.592192192192192,6.592192192192192,3.570770770770771,33.12,6.96,26.1,14.5,59.4,30.651757040870542,31.469052514844165,26.16,26.16,-15.5868,1
EBE76155D3,2025-10-04,뚝섬,0,0,22,2,0.0697674418604651,0.583,1,0.583,0.417,0.583,35.1,40.0,18.0,9.0,0.0,0.0,12.03953953953954,10.736436436436438,2.436236236236237,2.521221221221221,0.5665665665665666,30.503003003003005,27.2015015015015,6.172372372372373,6.387687687687689,1.4354354354354355,17.41,5.75,13.313313313313312,24.42442442442442,62.262262262262254,25.85714945821685,24.621098352701985,11.66,11.66,-16.4486,0
2E4CDEA048,2025-10-04,뚝섬,0,0,13,2,0.0398671096345514,0.75,6,0.583,0.583,0.583,56.7,45.5,16.2,9.0,0.0,0.0,8.823,10.914,2.5245,2.448,0.7905000000000001,25.777,31.886,7.3755,7.152,2.3095,10.41,13.7,10.6,12.8,76.6,22.056581105745902,36.654691218261206,-3.29,-3.289999999999999,-20.972,0
61472439B5,2025-10-04,미분류,0,0,79,4,0.2591362126245847,0.417,2,0.917,0.917,0.917,21.8,27.8,17.1,8.6,0.0,0.0,15.494187839755154,16.070804351896246,9.632244637780287,6.771834967332641,2.431031665207449,14.547608199469488,16.600722285773653,8.883822811633195,6.929949968128085,2.637793273023806,33.04,6.82,30.545062061521858,13.869400971397733,55.58553696708041,49.99249127833099,50.00346556384723,26.22,26.22,-0.48965,3
F290935883,2025-10-04,답십리,1,0,3,1,0.0066445182724252,0.917,1,0.75,0.583,0.75,83.9,73.5,18.0,7.7,0.0,0.0,7.3,6.3875,4.5625,15.5125,2.7375,12.7,11.1125,7.9375,26.987500000000004,4.7625,11.36,6.84,37.5,10.0,52.5,17.86613682046069,21.16650879098029,-88.64,4.52,-4.725,3
5D86802675,2025-10-04,미분류,0,1,44,3,0.1428571428571428,0.583,5,0.417,0.25,0.583,21.8,27.8,17.1,8.6,12.7,2.617395833,11.534000000000002,11.767600000000002,3.3580000000000005,1.898,0.6424000000000001,27.966000000000008,28.532400000000003,8.142000000000001,4.602000000000001,1.5576000000000003,17.27,5.8,9.19080919080919,9.89010989010989,80.91908091908093,49.99249127833099,50.00346556384723,11.47,11.47,-16.7648,0
DA4DC755CB,2025-10-04,미분류,0,0,15,2,0.0465116279069767,0.75,5,0.583,0.417,0.75,21.8,27.8,17.1,8.6,0.0,0.0,12.253600000000002,14.2464,7.9712,4.960800000000001,2.9680000000000004,16.646400000000003,19.353600000000004,10.8288,6.7392,4.032000000000001,21.05,4.47,21.5,10.1,68.4,49.99249127833099,50.00346556384723,16.58,16.580000000000002,-5.1072,0
4C60EE6CA4,2025-10-04,성수,0,0,11,1,0.0332225913621262,0.75,6,0.75,0.583,0.75,64.2,52.1,18.0,7.8,0.0,0.0,8.98021978021978,14.597802197802196,8.14945054945055,6.171428571428572,1.7010989010989013,13.697102897102898,22.26533466533467,12.42997002997003,9.412987012987012,2.594605394605394,28.57,12.38,50.0,5.6,44.4,14.998382736871289,16.051914146431624,16.19,16.189999999999998,-7.6752,3
2C8DAA2BF9,2025-10-04,성수,0,0,25,2,0.0797342192691029,0.583,5,0.583,0.583,0.583,29.6,42.7,18.9,7.8,0.0,0.0,7.839639639639638,9.9027027027027,3.713513513513512,1.1461461461461455,0.297997997997998,26.39459459459459,33.34054054054054,12.5027027027027,3.858858858858858,1.0033033033033032,19.51,12.8,4.8,7.1,88.1,34.57477531594391,63.26271284337962,6.71,6.710000000000001,-23.4144,0
7E1DD52BF1,2025-10-04,미분류,0,1,32,3,0.1029900332225913,0.583,1,0.75,0.583,0.583,21.8,27.8,17.1,8.6,1.2,0.78845736,6.137662337662338,19.95844155844156,8.168831168831169,6.755844155844157,3.1792207792207794,7.748451548451548,25.1964035964036,10.312687312687313,8.52887112887113,4.013586413586414,34.86,1.92,36.7,23.3,40.0,49.99249127833099,50.00346556384723,32.94,32.94,-5.2432,3
5DC3FB1D5F,2025-10-04,옥수,1,0,26,2,0.0830564784053156,0.583,4,0.417,0.25,0.75,9.6,20.6,18.0,7.4,0.0,0.0,8.847152847152847,15.531668331668332,9.633566433566434,10.174225774225777,5.013386613386613,9.134865134865136,16.03676323676324,9.946853146853146,10.505094905094904,5.176423576423577,29.57,6.35,40.0,3.4,56.6,71.88157013146039,71.59912667791049,23.22,23.22,-0.5056,3
197C457DEF,2025-10-04,성수,0,1,68,4,0.2225913621262458,0.417,1,0.583,0.417,0.75,31.0,35.5,18.0,7.8,1.3,0.832909123,6.1791,7.9993,7.041300000000001,10.7296,15.950699999999998,6.7209,8.7007,7.6587,11.6704,17.3493,28.62,4.56,43.5,19.4,37.1,24.84809278469607,30.845251022341337,24.06,24.06,-0.7014,3
1389DE67CE,2025-10-04,금남시장,1,1,25,2,0.0797342192691029,0.583,3,0.417,0.083,0.75,4.7,9.8,18.0,8.9,4.1,1.62924054,4.712400000000001,10.850400000000002,13.7412,6.613200000000001,3.6828000000000007,7.187600000000001,16.5496,20.958800000000004,10.086800000000002,5.617200000000001,35.57,4.8,59.0,1.1,39.9,84.43268719820715,82.98523669801077,30.77,30.77,-5.6992,3
0E47B24887,2025-10-04,금남시장,0,1,24,2,0.0764119601328903,0.583,1,0.583,0.417,0.583,23.0,27.5,18.0,8.9,1.2,0.78845736,5.667199999999999,11.118799999999998,6.683599999999999,5.266799999999999,2.0636,12.732799999999996,24.9812,15.0164,11.833199999999998,4.636399999999999,24.78,6.51,50.0,5.3,44.7,36.54610355104776,33.65062495668045,18.27,18.270000000000003,-13.8624,3
71725E8FB3,2025-10-04,왕십리,0,0,8,1,0.0232558139534883,0.75,5,0.25,0.083,0.583,4.1,18.1,18.0,9.4,0.0,0.0,7.056956956956957,9.245745745745744,6.0003003003003,7.32112112112112,8.075875875875875,11.66176176176176,15.27877877877878,9.915615615615614,12.098298298298298,13.345545545545544,16.69,9.87,31.0,9.1,59.9,93.21789155095534,85.37763094055403,6.82,6.820000000000002,-6.027,3
8DDCE4944D,2025-10-04,미분류,0,0,28,2,0.0897009966777408,0.583,1,0.583,0.417,0.75,21.8,27.8,17.1,8.6,0.0,0.0,15.6604,12.1072,1.5463,2.6649,0.9212,31.9396,24.6928,3.1537,5.4351,1.8788,10.8,5.19,7.1,14.3,78.6,49.99249127833099,50.00346556384723,5.61,5.61,-12.5856,0
598E46F283,2025-10-04,미분류,0,0,88,5,0.2890365448504983,0.417,5,0.583,0.417,0.583,21.8,27.8,17.1,8.6,0.0,0.0,7.771428571428574,15.271128871128877,15.705894105894108,12.445154845154848,3.206393606393607,6.514285714285715,12.800799200799204,13.165234765234768,10.431968031968031,2.687712287712288,26.64,4.93,18.5,35.2,46.3,49.99249127833099,50.00346556384723,21.71,21.71,2.4728,3
EB2F2101D0,2025-10-04,왕십리,1,0,8,1,0.0232558139534883,0.75,5,0.417,0.083,0.75,14.5,31.0,18.0,9.4,0.0,0.0,11.084199999999996,9.4251,7.271799999999999,5.4362,2.0827,20.3158,17.274899999999995,13.3282,9.9638,3.817299999999999,23.52,10.81,42.14214214214214,3.903903903903904,53.95395395395395,81.87336829702193,83.42016496083913,12.71,12.71,-7.8498,0
0C8BE8ECAD,2025-10-04,미분류,0,0,27,2,0.0863787375415282,0.583,1,0.583,0.25,0.75,21.8,27.8,17.1,8.6,0.0,0.0,11.768168168168168,23.419819819819818,12.7003003003003,8.039639639639638,2.272072072072072,8.452052052052052,16.82042042042042,9.12152152152152,5.774174174174174,1.631831831831832,47.6,6.8,5.694305694305695,49.05094905094906,45.25474525474525,49.99249127833099,50.00346556384723,40.8,40.8,6.5928,0
C6BCB34B2F,2025-10-04,왕십리,0,0,1,1,0.0,0.917,1,0.583,0.417,0.583,68.7,66.0,18.0,9.4,0.0,0.0,5.125125125125125,13.197197197197196,9.033033033033032,2.9469469469469467,1.6976976976976976,10.89089089089089,28.044044044044043,19.19519519519519,6.262262262262262,3.607607607607608,36.36,32.73,50.0,28.6,21.4,29.009657371254303,26.73335951759352,3.63,3.6300000000000026,-14.832,2
627F539A91,2025-10-04,미분류,0,0,2,1,0.0033222591362126,0.917,1,0.75,0.583,0.583,21.8,27.8,17.1,8.6,0.0,0.0,11.410489510489512,13.192307692307695,3.529370629370629,3.529370629370629,2.6384615384615384,21.85624375624376,25.26923076923077,6.76033966033966,6.76033966033966,5.0538461538461545,21.05,28.95,38.46153846153847,30.76923076923077,30.76923076923077,49.99249127833099,50.00346556384723,-7.9,-7.899999999999999,-12.089,2
6DFE8B7651,2025-10-04,성수,0,0,70,4,0.2292358803986711,0.417,4,0.417,0.083,0.75,4.5,15.0,18.0,7.8,0.0,0.0,11.55944055944056,18.04895104895105,6.651748251748252,3.0825174825174826,1.2573426573426574,16.912087912087912,26.40659340659341,9.731868131868133,4.509890109890111,1.83956043956044,46.7,4.37,9.19080919080919,45.75424575424575,45.05494505494506,83.54261488344153,85.43943349582977,42.33,42.330000000000005,-8.366,0
AA351B2BFF,2025-10-04,뚝섬,0,0,17,2,0.0531561461794019,0.75,3,0.25,0.083,0.583,2.7,12.1,18.0,9.0,0.0,0.0,13.737837837837835,11.945945945945944,4.602702702702702,3.408108108108108,1.4054054054054053,25.4013013013013,22.088088088088085,8.510410410410408,6.301601601601601,2.5985985985985987,15.92,9.32,9.20920920920921,14.114114114114114,76.67667667667668,92.81473095672663,82.653697756625,6.6,6.6,-10.132,0
7B038FEF47,2025-10-04,뚝섬,0,0,29,2,0.0930232558139534,0.583,5,0.417,0.25,0.583,13.4,14.8,19.0,9.0,0.0,0.0,18.1908,8.9976,1.6626000000000003,2.9666,0.7824,37.6092,18.6024,3.4374,6.1334,1.6176,16.83,6.57,10.81081081081081,6.406406406406406,82.78278278278279,36.33816972021348,93.1838135064575,10.26,10.259999999999998,-9.6048,0
BE646F48C4,2025-10-04,왕십리,0,0,127,5,0.4186046511627907,0.25,5,0.75,0.583,0.75,43.4,52.2,18.0,9.4,0.0,0.0,7.615215215215216,13.807807807807809,11.757557557557558,6.694694694694695,1.924724724724725,10.603003003003003,19.225225225225227,16.37057057057057,9.32132132132132,2.67987987987988,30.48,5.08,25.0,37.5,37.5,19.71270475706397,20.45433542037289,25.4,25.4,-5.412,3
499F119A8A,2025-10-04,미분류,0,0,169,6,0.5581395348837209,0.25,1,0.75,0.417,0.75,21.8,27.8,17.1,8.6,0.0,0.0,16.260400000000004,25.8375,14.675700000000004,7.716800000000001,4.409600000000001,7.3396,11.6625,6.624300000000001,3.483200000000001,1.9904,28.86,7.96,20.8,25.0,54.2,49.99249127833099,50.00346556384723,20.9,20.9,14.175,3
B2240E407A,2025-10-04,성수,0,0,49,3,0.1594684385382059,0.583,3,0.083,0.083,0.583,1.3,7.7,18.0,7.8,0.0,0.0,13.7,4.000000000000001,0.7400000000000001,1.3600000000000003,0.2,54.8,16.000000000000004,2.9600000000000004,5.440000000000001,0.8000000000000002,12.56,8.3,6.0,4.1,89.9,97.12011644294527,83.42016496083913,4.26,4.26,-12.0,0
DD0FCFEDE6,2025-10-04,미분류,1,1,36,3,0.1162790697674418,0.583,4,0.417,0.083,0.917,21.8,27.8,17.1,8.6,13.6,2.681021529,10.0636,15.901599999999998,11.5648,11.12,6.950000000000001,8.0364,12.6984,9.2352,8.88,5.55,33.64,5.85,40.5,11.7,47.8,49.99249127833099,50.00346556384723,27.79,27.79,3.2032,3
3DE5786D97,2025-10-04,미분류,0,0,17,2,0.0531561461794019,0.75,1,0.75,0.583,0.75,21.8,27.8,17.1,8.6,0.0,0.0,14.828,15.928,7.48,4.4,1.364,18.872,20.272,9.52,5.6,1.736,9.74,0.75,16.7,50.0,33.3,49.99249127833099,50.00346556384723,8.99,8.99,-4.344,0
19FD619523,2025-10-04,미분류,0,0,31,3,0.0996677740863787,0.583,1,0.583,0.417,0.75,21.8,27.8,17.1,8.6,0.0,0.0,9.2675,11.9625,4.455,1.595,0.22,24.4325,31.5375,11.745,4.205,0.58,41.69,5.63,11.9,42.9,45.2,49.99249127833099,50.00346556384723,36.06,36.06,-19.575,0
3D65A21626,2025-10-04,미분류,1,1,11,1,0.0332225913621262,0.75,2,0.417,0.083,0.75,21.8,27.8,17.1,8.6,6.4,2.00148,7.554499999999999,17.2972,15.577899999999998,7.710799999999998,3.959599999999999,6.945499999999999,15.902799999999996,14.3221,7.089199999999998,3.6404,37.67,5.12,36.2,3.2,60.6,49.99249127833099,50.00346556384723,32.55,32.550000000000004,1.3944,3
383481B7AC,2025-10-04,성수,0,1,25,2,0.0797342192691029,0.583,3,0.417,0.417,0.583,12.1,23.0,18.0,7.8,4.0,1.609437912,14.952247752247752,11.954745254745257,3.949650349650349,3.27962037962038,1.1637362637362638,27.405394605394605,21.911388611388613,7.23916083916084,6.011088911088912,2.132967032967033,11.56,7.53,8.9,11.4,79.7,73.72525009819097,36.31622114918097,4.03,4.03,-9.9666,0
FC69270591,2025-10-04,왕십리,0,0,61,4,0.1993355481727574,0.417,2,0.417,0.25,0.583,7.5,22.3,18.0,9.4,0.0,0.0,8.214,16.6944,10.878,6.882,1.7316000000000005,10.286,20.9056,13.622,8.618,2.1684,42.57,5.35,31.9,35.6,32.5,83.91227502714692,75.40720375205045,37.22,37.22,-4.2112,0
02EECADFE6,2025-10-04,뚝섬,0,0,7,1,0.0199335548172757,0.75,3,0.417,0.417,0.583,22.9,32.9,18.0,9.0,0.0,0.0,14.42162162162162,3.8126126126126128,0.6009009009009008,1.5333333333333332,0.3315315315315315,55.24804804804805,14.605805805805804,2.302002002002002,5.874074074074074,1.27007007007007,6.36,15.54,3.6,4.4,92.0,80.04008502183305,37.48353857172562,-9.18,-9.18,-10.7824,0
8D7C69A199,2025-10-04,성수,0,0,42,3,0.1362126245847176,0.583,6,0.917,0.917,0.917,51.9,45.7,11.4,9.0,0.0,0.0,21.526,13.912000000000004,6.439,3.337,1.786,24.274,15.688000000000002,7.261000000000001,3.763,2.014,18.84,6.84,30.545062061521858,13.869400971397733,55.58553696708041,0.0,0.0,18.84,12.0,-1.776,0
995D6B6C92,2025-10-04,뚝섬,0,0,30,3,0.0963455149501661,0.583,1,0.583,0.417,0.583,30.4,37.6,18.0,9.0,0.0,0.0,12.63663663663664,9.846046046046046,1.605905905905906,1.605905905905906,0.6055055055055055,35.411411411411414,27.5913913913914,4.500200200200201,4.500200200200201,1.696796796796797,14.2,9.62,10.78921078921079,9.69030969030969,79.52047952047951,33.73379848901416,30.845251022341337,4.58,4.58,-17.7276,0
1AF84D2DC1,2025-10-04,왕십리,0,0,6,1,0.0166112956810631,0.917,1,0.583,0.417,0.583,58.0,53.6,16.2,9.4,0.0,0.0,9.879,14.208000000000002,6.068,5.217,1.628,16.821,24.192,10.332,8.883,2.772,21.68,20.05,33.3,10.8,55.9,26.18868839960261,77.76032160432503,1.63,1.629999999999999,-9.984,2
809BEAA13A,2025-10-04,성수,0,0,30,3,0.0963455149501661,0.583,4,0.583,0.417,0.583,30.8,35.4,18.0,7.8,0.0,0.0,14.20719280719281,14.41798201798202,5.522677322677324,5.480519480519481,2.571628371628372,19.459140859140863,19.74785214785216,7.564235764235766,7.506493506493508,3.522277722277724,15.23,8.36,28.4,6.2,65.4,31.05145207125199,29.127486542060392,6.87,6.870000000000001,-5.3352,0
055A2785B9,2025-10-04,옥수,0,0,67,4,0.2192691029900332,0.417,1,0.583,0.25,0.75,22.1,32.8,18.0,7.4,0.0,0.0,4.9938,19.9752,13.7634,12.4236,9.744,3.2062,12.8248,8.8366,7.9764,6.256,33.59,3.53,51.9,7.4,40.7,36.78580505048171,66.26735669893492,30.06,30.06,7.1504,3
46401389CA,2025-10-04,뚝섬,0,0,3,1,0.0066445182724252,0.917,5,0.583,0.417,0.75,50.6,48.6,18.0,9.0,0.0,0.0,14.30819180819181,16.770729270729273,6.878121878121879,3.7362637362637368,0.8066933066933066,19.35814185814186,22.68981018981019,9.305694305694304,5.054945054945055,1.0914085914085916,33.66,15.18,28.8,27.4,43.8,32.380495806667746,32.144837465055566,18.48,18.48,-5.925,0
10BF2110CC,2025-10-04,성수,0,0,4,1,0.0099667774086378,0.917,1,0.75,0.583,0.75,66.4,53.4,18.0,7.8,0.0,0.0,22.74264264264264,27.6951951951952,8.471471471471471,4.431231231231231,1.7594594594594597,12.19229229229229,14.847347347347345,4.541541541541541,2.375575575575576,0.9432432432432432,21.37,16.03,22.2,3.7,74.1,17.828015618141073,17.840722685580946,5.34,5.34,12.835,0
AC3DCE45BE,2025-10-04,성수,1,0,44,3,0.1428571428571428,0.583,2,0.417,0.083,0.75,9.0,20.6,18.0,7.8,0.0,0.0,19.013513513513512,23.35945945945945,10.32162162162162,5.734234234234234,1.871171171171171,12.51801801801802,15.37927927927928,6.795495495495496,3.775275275275275,1.2319319319319315,31.39,5.18,15.584415584415584,33.76623376623377,50.64935064935065,81.11325462652773,86.98738534759606,26.21,26.21,7.9722,0
F1758BF01F,2025-10-04,왕십리,0,1,102,5,0.335548172757475,0.417,4,0.583,0.25,0.75,20.2,35.3,18.0,9.4,16.7,2.87356464,9.282,17.0408,8.2824,9.4248,3.5699999999999994,10.218,18.7592,9.1176,10.3752,3.93,31.96,6.96,40.5,23.1,36.4,66.12526858119816,69.51978836956772,25.0,25.0,-1.7184,3
CEC2707AF8,2025-10-04,한양대,1,0,13,2,0.0398671096345514,0.75,2,0.25,0.083,0.917,1.3,11.3,18.0,11.3,0.0,0.0,27.355200000000004,9.6924,5.0676,5.6088,1.476,28.244800000000005,10.0076,5.2324,5.7912,1.524,38.98,5.17,40.1,7.4,52.5,93.79201996164775,99.5003812120232,33.81,33.809999999999995,-0.3152,0
5DEC65272B,2025-10-04,금남시장,0,0,115,5,0.3787375415282392,0.25,1,0.417,0.75,0.083,12.0,17.7,18.0,8.9,0.0,0.0,8.320322111307462,1.2511773099687835,4.27034081876724,59.56994192462486,8.688731319227664,11.693579858803304,0.0088199810370407,5.7159077107984215,0.4199290971524411,0.0612498683127831,58.82,11.76,54.054054054054056,9.90990990990991,36.03603603603604,69.72483423052931,9.928840422336714,47.06,47.06,1.7748,3
BC04FDC81C,2025-10-04,뚝섬,0,0,51,3,0.1661129568106312,0.583,5,0.583,0.25,0.583,24.8,34.3,18.0,9.0,0.0,0.0,14.206193806193804,10.589010989010989,2.1002997002997,1.75024975024975,0.5542457542457542,34.44515484515484,25.67472527472527,5.092507492507492,4.243756243756244,1.3438561438561436,10.39,11.4,10.9,11.6,77.5,68.1780375667121,63.812582307141376,-1.01,-1.0099999999999998,-15.1008,0
77DBEC55AD,2025-10-04,뚝섬,0,0,60,4,0.1960132890365448,0.417,1,0.583,0.25,0.75,16.5,28.0,18.0,9.0,0.0,0.0,14.527499999999998,21.2772,5.4981,2.1903,1.2069,17.9725,26.3228,6.8019,2.7097,1.4931,25.08,5.94,23.7,15.3,61.0,65.82665249636116,68.08042418501489,19.14,19.14,-5.0456,0
EBE0962975,2025-10-04,미분류,1,1,72,4,0.2358803986710963,0.417,3,0.417,0.083,0.75,21.8,27.8,17.1,8.6,11.8,2.549445171,12.235864135864135,10.481618381618382,5.964435564435564,7.937962037962039,7.28011988011988,15.636263736263736,13.394505494505497,7.621978021978022,10.143956043956043,9.303296703296704,35.1,5.91,58.5,5.0,36.5,49.99249127833099,50.00346556384723,29.19,29.19,-2.9158,3
E474B338BD,2025-10-04,뚝섬,0,0,41,3,0.132890365448505,0.583,1,0.583,0.25,0.75,17.5,28.7,18.0,9.0,0.0,0.0,12.599999999999998,17.42222222222222,11.25185185185185,6.999999999999999,3.525925925925925,11.72432432432432,16.211411411411408,10.46986986986987,6.513513513513512,3.28088088088088,31.25,6.74,16.8,20.8,62.4,67.48145923341727,71.023843079269,24.51,24.51,1.2096,0
94502BA9DC,2025-10-04,미분류,0,1,63,4,0.2059800664451827,0.417,1,0.583,0.583,0.583,21.8,27.8,17.1,8.6,1.9,1.064710737,9.633233233233232,5.022622622622622,2.511311311311311,2.06006006006006,0.3727727727727727,39.51591591591591,20.603003003003,10.3015015015015,8.45045045045045,1.5291291291291291,6.54,2.6,8.3,5.6,86.1,49.99249127833099,50.00346556384723,3.94,3.94,-15.5648,0
650886D9B9,2025-10-04,답십리,0,0,6,1,0.0166112956810631,0.917,1,0.583,0.25,0.75,32.3,36.8,18.0,7.7,0.0,0.0,6.9472,13.561600000000002,7.488,11.1904,2.4128,9.7528,19.0384,10.512,15.709600000000002,3.3872,34.31,11.18,36.6,28.6,34.8,68.70538086546681,71.75392186308713,23.13,23.130000000000003,-5.4768,3
5B1F2A7BA9,2025-10-04,왕십리,0,1,17,2,0.0531561461794019,0.75,2,0.583,0.25,0.917,23.1,37.9,18.0,9.4,11.2,2.501435952,15.144544544544548,13.321121121121124,10.83923923923924,8.205405405405406,3.0896896896896897,14.785385385385386,13.005205205205206,10.582182182182184,8.010810810810812,3.0164164164164164,39.04,4.44,69.43056943056943,9.19080919080919,21.37862137862138,33.83025668276228,77.34041078483469,34.6,34.6,0.3156,3
5BFB461F3A,2025-10-04,미분류,0,0,20,2,0.0631229235880398,0.75,1,0.417,0.083,0.917,21.8,27.8,17.1,8.6,0.0,0.0,16.184,24.5735,10.1745,6.426,2.142,11.016,16.7265,6.925500000000001,4.374,1.458,47.33,4.82,11.811811811811811,33.13313313313313,55.05505505505505,49.99249127833099,50.00346556384723,42.51,42.51,7.847,0
7F155740AA,2025-10-04,미분류,0,0,2,1,0.0033222591362126,0.917,1,0.75,0.75,0.083,21.8,27.8,17.1,8.6,0.0,0.0,6.764359153769347,6.723725877904974,16.276074085729952,32.4952388215098,8.138037042864976,9.50679227318992,10.56590373043634,4.646989879525751,3.611296619783796,1.27158251528514,12.5,37.5,60.0900900900901,9.90990990990991,30.0,49.99249127833099,50.00346556384723,-25.0,-25.0,0.0,2
F05842A4EB,2025-10-04,옥수,0,0,3,1,0.0066445182724252,0.917,1,0.75,0.583,0.583,73.2,64.0,18.0,7.4,0.0,0.0,5.596800000000001,10.0056,5.596800000000001,3.1944,2.0064000000000006,15.6032,27.8944,15.6032,8.905600000000002,5.593600000000001,18.75,25.0,20.0,9.90990990990991,70.09009009009009,20.670933160825268,13.925213132176603,-6.25,-6.25,-17.8888,2
6B61E9F331,2025-10-04,성수,0,0,33,3,0.1063122923588039,0.583,2,0.417,0.25,0.583,9.5,21.1,18.0,7.8,0.0,0.0,14.5068,9.6712,3.2656,3.0144,0.942,31.6932,21.1288,7.1344,6.5856,2.058,18.82,9.99,20.4,10.8,68.8,82.66120647829402,72.53309613474113,8.83,8.83,-11.4576,0
FDC922ABCE,2025-10-04,한양대,0,0,117,5,0.3853820598006645,0.25,1,0.583,0.417,0.75,27.3,54.8,18.0,11.3,0.0,0.0,28.652,13.499499999999998,3.5264,6.667099999999998,2.754999999999999,23.347999999999995,11.0005,2.8736,5.432899999999999,2.245,13.99,7.4,21.621621621621625,7.207207207207208,71.17117117117118,32.614998960330844,32.427280918605454,6.59,6.59,2.499,0
